상호명,시군구명,위도,경도,cluster_kmeans5,stability
북촌로,종로구,37.57941902,126.9864856,2,0.884
종로수송,종로구,37.57165163,126.9806234,3,0.895
새문안로,종로구,37.56985308,126.9749952,1,0.691
안국,종로구,37.57739395,126.9857643,1,0.79
삼청동,종로구,37.58541226,126.9819133,4,0.886
적선,종로구,37.57529941,126.9741245,1,0.847
인사,종로구,37.57220884,126.9867982,3,0.896
광화문,종로구,37.5712544,126.9763106,3,0.909
성대입구,종로구,37.582892,126.998392,2,0.768
스페이스본,종로구,37.57493108,126.9692173,2,0.822
주얼리시티,종로구,37.57148292,126.9986666,1,0.718
종각,종로구,37.57001689,126.9845035,3,0.898
동숭로아트,종로구,37.582969,127.003876,1,0.765
종로관철,종로구,37.5691386,126.9859328,3,0.885
경복궁역,종로구,37.5771508,126.9727453,1,0.623
이마빌딩,종로구,37.5738637,126.9789715,1,0.818
마로니에공원,종로구,37.58154296,127.0023412,1,0.845
종로3가,종로구,37.57056486,126.990217,3,0.895
대학로,종로구,37.57649164,127.001471,4,0.656
경복궁사거리,종로구,37.57561594,126.9802374,1,0.646
종로관수,종로구,37.56971102,126.9886352,3,0.899
그랑서울,종로구,37.57078677,126.9812094,3,0.901
광화문교보문고,종로구,37.571017,126.977937,3,0.902
광장마켓,종로구,37.57020712,127.0002066,1,0.827
KT광화문웨스트B1F,종로구,37.5721422,126.9779548,3,0.912
정동,종로구,37.56866486,126.9700207,2,0.798
종로플레이스,종로구,37.57305,126.9979,1,0.668
강북삼성병원1층,종로구,37.568546,126.96756,2,0.815
동숭길입구,종로구,37.584191,127.001859,1,0.843
서울대치과병원,종로구,37.577331,127.000348,4,0.661
서대문적십자,종로구,37.56678782,126.9673049,1,0.309
리저브광화문,종로구,37.57242596,126.97768,3,0.91
서대문역,종로구,37.56687533,126.9661107,1,0.324
숭례문북창,중구,37.561725,126.976838,3,0.906
을지로4가역,중구,37.56634407,126.9975325,1,0.83
동대문두타,중구,37.5691,127.0088,1,0.779
대한상공회의소R,중구,37.560938,126.973702,3,0.899
국립중앙의료원,중구,37.566516,127.0062376,1,0.848
동국대,중구,37.561542,126.998437,1,0.666
동대문공원,중구,37.565133,127.007191,1,0.846
을지로국제빌딩,중구,37.566952,126.982219,3,0.896
동대입구역,중구,37.55968044,127.0062029,2,0.877
신당역사거리,중구,37.565807,127.01643,1,0.741
연세세브란스,중구,37.557207,126.97354,3,0.841
회현역,중구,37.55947243,126.9807255,1,0.788
을지로경기빌딩,중구,37.56707722,126.9832223,3,0.898
을지로2가,중구,37.566347,126.988066,3,0.9
신세계본점6F,중구,37.560381,126.980758,3,0.901
서울중앙우체국,중구,37.561678,126.982117,3,0.903
한국프레스센터,중구,37.56724756,126.9780494,3,0.908
명동중앙로,중구,37.5637485,126.9857723,3,0.899
약수역,중구,37.555437,127.0107253,2,0.871
중구저동,중구,37.5643686,126.9903382,3,0.899
명동길,중구,37.5620695,126.9858669,3,0.799
서소문로,중구,37.563006,126.974546,1,0.728
신당역,중구,37.5654034,127.0143524,1,0.823
명동메트로,중구,37.565118,126.983681,3,0.902
숭례문,중구,37.55874473,126.9730952,3,0.836
순화동더샵,중구,37.56006304,126.9718153,1,0.689
환구단,중구,37.56448621,126.9791623,3,0.901
무교동,중구,37.56792802,126.9792066,3,0.902
문화일보,중구,37.56712291,126.9686642,1,0.483
태평로,중구,37.56248285,126.9767928,3,0.907
퍼시픽타워,중구,37.56132157,126.9730264,3,0.555
남산단암,중구,37.55853622,126.9754585,3,0.74
황학캐슬,중구,37.5714,127.0231,2,0.873
을지로삼화타워,중구,37.566902,126.984707,3,0.895
소공로,중구,37.563883,126.980849,3,0.897
을지로한국빌딩,중구,37.565722,126.98329,3,0.891
시청,중구,37.56629,126.979808,3,0.894
명동역,중구,37.56086222,126.9831054,3,0.62
장충라운지R,중구,37.56103691,127.0073347,2,0.88
충무로,중구,37.56149598,126.9928231,1,0.839
이마트타워,중구,37.56074346,126.9725284,1,0.792
동호로,중구,37.5534784,127.0113052,2,0.876
무교로,중구,37.56722072,126.9790766,3,0.899
청계크리스탈스퀘어,중구,37.5679,126.98933,3,0.901
그랜드센트럴,중구,37.5581293,126.9742637,3,0.798
세종대로,중구,37.568678,126.976493,3,0.9
시청역11번출구,중구,37.56377593,126.9753057,1,0.716
동대문디자인플라자,중구,37.5675,127.0094,1,0.822
우리은행본점B1F,중구,37.55958973,126.9817781,3,0.426
별다방,중구,37.5602013,126.9829327,3,0.471
동대문역사문화공원역,중구,37.56487791,127.0079392,1,0.846
포포인츠명동,중구,37.5657211,126.9893426,3,0.896
한국은행교차로,중구,37.562263,126.981169,3,0.899
명동남산,중구,37.560809,126.986397,1,0.839
명일역,강동구,37.55255452,127.1438858,2,0.878
강동구청DT,강동구,37.52938777,127.1238477,2,0.865
강동암사DT,강동구,37.55507323,127.1299223,4,0.895
굽은다리역,강동구,37.54526204,127.1429835,2,0.876
강동역,강동구,37.536047,127.133086,2,0.785
둔촌동,강동구,37.52264171,127.1339866,2,0.299
천호이마트,강동구,37.53898428,127.125179,1,0.842
길동역,강동구,37.53870167,127.1401395,2,0.874
상일동,강동구,37.55094836,127.1740954,4,0.895
명일이마트,강동구,37.55417877,127.1561341,2,0.609
상일동역,강동구,37.55756654,127.1707636,2,0.881
천호사거리,강동구,37.539702,127.123542,1,0.842
강동그란츠,강동구,37.536825,127.12861,1,0.851
강일역,강동구,37.55747469,127.1735107,2,0.869
올림픽공원북2문,강동구,37.5241832,127.1286775,4,0.895
둔촌포레온스테이션5,강동구,37.52670891,127.1366722,2,0.879
암사역,강동구,37.55128202,127.1281051,2,0.886
이케아강동,강동구,37.56626153,127.1575311,4,0.894
강동강일,강동구,37.57219484,127.17494,4,0.889
천호대로길동,강동구,37.534651,127.13721,1,0.538
구로디지털타워,구로구,37.48347219,126.8968567,1,0.774
오류동역,구로구,37.4962155,126.8448614,2,0.812
구로디지털로,구로구,37.48569917,126.8959915,1,0.843
구로에이스,구로구,37.48423377,126.8945605,1,0.839
구로하이엔드,구로구,37.481618,126.893136,1,0.507
포포인츠구로,구로구,37.4831293,126.8988591,1,0.845
신도림센터포인트,구로구,37.50774169,126.8903511,2,0.794
구로고척,구로구,37.49706,126.86315,2,0.849
구로NC,구로구,37.501219,126.882798,2,0.877
구로오류DT,구로구,37.48812923,126.8344919,2,0.259
구로구청,구로구,37.49395067,126.8867612,4,0.904
고척아이파크,구로구,37.49930563,126.8582209,4,0.892
신도림힐스테이트,구로구,37.50686003,126.8846381,2,0.876
답십리역,동대문구,37.568466,127.051106,2,0.878
경희대삼거리,동대문구,37.591531,127.052017,4,0.589
신설동역,동대문구,37.5767228,127.0255446,2,0.886
회기역사거리,동대문구,37.590784,127.056098,1,0.294
장한평역,동대문구,37.562337,127.065511,2,0.88
경희대,동대문구,37.5928812,127.0528085,4,0.576
청량리역롯데캐슬스카이,동대문구,37.57924927,127.0453311,1,0.593
경희의료원,동대문구,37.5935445,127.052009,4,0.763
경동1960,동대문구,37.5796141,127.038685,2,0.88
사이버한국외대,동대문구,37.5960508,127.0607612,2,0.876
청량리역사,동대문구,37.58056532,127.0485648,2,0.757
답십리초교사거리,동대문구,37.56825403,127.0572409,2,0.882
장안사거리,동대문구,37.5727209,127.0700927,4,0.887
외대정문,동대문구,37.59532316,127.0593373,2,0.88
서울숲역,성동구,37.54186897,127.044899,2,0.877
금호역,성동구,37.5479582,127.0157635,2,0.876
뚝섬역,성동구,37.546432,127.049042,1,0.837
황학사거리,성동구,37.567598,127.023713,4,0.579
성수역,성동구,37.543193,127.056943,1,0.84
상왕십리역,성동구,37.56497576,127.0280649,2,0.877
왕십리역,성동구,37.5627541,127.0339072,1,0.83
한양대,성동구,37.55726984,127.0421649,2,0.881
엔터식스,성동구,37.561863,127.037852,1,0.846
신금호역,성동구,37.55495379,127.0201108,2,0.876
뚝섬역교차로,성동구,37.54775492,127.0451424,1,0.847
한양대복지관,성동구,37.55635064,127.0438976,2,0.868
왕십리역9번출구,성동구,37.56054272,127.0352673,1,0.839
성수,성동구,37.54446208,127.0554133,1,0.852
옥수,성동구,37.5430298,127.0133661,2,0.874
성수낙낙,성동구,37.547326,127.066367,4,0.682
효창공원앞역,용산구,37.5389661,126.9633937,2,0.874
서울역서부,용산구,37.555165,126.968446,1,0.843
이태원역,용산구,37.534273,126.994789,2,0.879
용산역써밋R,용산구,37.52743397,126.9656534,1,0.825
이촌,용산구,37.518605,126.977271,4,0.89
신용산역,용산구,37.5286259,126.9668945,1,0.834
용산파크타워,용산구,37.523818,126.970389,2,0.578
남영동,용산구,37.54289238,126.9722942,2,0.751
한남동R,용산구,37.53485,127.010919,4,0.89
서울타워,용산구,37.551102,126.988317,4,0.884
서울역동자동,용산구,37.551752,126.972694,1,0.832
순천향입구,용산구,37.533394,127.00563,4,0.892
동빙고,용산구,37.52900453,126.9917628,4,0.889
숙대입구역,용산구,37.54427984,126.9719372,1,0.255
용산아이파크몰6F,용산구,37.52958048,126.9640261,1,0.83
동부이촌동,용산구,37.52111,126.96905,2,0.321
숙명여대정문,용산구,37.54493793,126.9648901,4,0.892
용산해링턴스퀘어,용산구,37.52653796,126.9673621,1,0.797
경리단길,용산구,37.53854,126.98737,2,0.733
서울역사,용산구,37.554157,126.9717936,1,0.852
용산리첸시아,용산구,37.53835681,126.967241,2,0.883
용산전자랜드,용산구,37.53283406,126.9610914,1,0.529
용산이마트,용산구,37.52970001,126.9657316,1,0.834
용산아이파크몰1F,용산구,37.52886849,126.9645412,1,0.821
상봉,중랑구,37.597842,127.092509,2,0.878
중랑역,중랑구,37.5930326,127.0747358,2,0.878
중랑구청,중랑구,37.60538908,127.0957558,4,0.894
사가정역,중랑구,37.579594,127.087966,2,0.875
상봉역,중랑구,37.59689,127.08647,2,0.873
면목역,중랑구,37.58788013,127.087609,2,0.878
묵동,중랑구,37.615368,127.076633,2,0.849
망우동,중랑구,37.59950838,127.0975388,2,0.881
양원역,중랑구,37.60665363,127.1063598,2,0.581
중화역,중랑구,37.60170912,127.0784114,2,0.875
