상호명,시군구명,위도,경도,is_starbucks,projected_cluster
프리즘,서초구,37.47977287,127.0418432,0,4
프루티프라이데이,강동구,37.55413434,127.1355793,0,2
빽다방남대문,중구,37.55844449,126.9763345,0,3
좋은날,용산구,37.5467851,126.9740637,0,2
카페핑그르,양천구,37.51805876,126.8729358,0,4
위밋,강남구,37.5110966,127.0251209,0,1
카페겸,서대문구,37.5840738,126.9111928,0,2
더빅스터디,종로구,37.56892476,126.9871751,0,3
빽다방답십리,동대문구,37.57367782,127.0572797,0,4
일구육삼,강서구,37.56939465,126.8407241,0,2
에르네스토,은평구,37.59110873,126.9088067,0,2
십육페이지,성북구,37.61889427,127.0465877,0,4
더후드,동작구,37.50346639,126.9504871,0,2
카페더지니,양천구,37.50909636,126.8671036,0,2
고희,강동구,37.54790174,127.1556316,0,4
카페트위그,동대문구,37.56344171,127.058913,0,4
록원다방,동대문구,37.57786668,127.0588451,0,4
러브섬,영등포구,37.52555007,126.9182083,0,0
이디야홈플러스,마포구,37.55149585,126.9139588,0,1
오슬로우커피트윈,중구,37.56614135,126.9973287,0,1
커피다이어리,중구,37.56822125,126.9816175,0,3
터미널에스프레소하우스,서초구,37.50622473,127.0050442,0,1
아지트오,광진구,37.53210825,127.0694555,0,2
카페헷지,동작구,37.49789769,126.9314809,0,2
리멤버미,관악구,37.4782405,126.9563488,0,1
주니카페,강남구,37.49805807,127.0293799,0,3
커피별녹색잔,양천구,37.52527116,126.8608416,0,2
아이갓에브리씽SK텔레콤,관악구,37.49220031,126.9264542,0,2
550커피,광진구,37.54926606,127.1027303,0,2
조셉의커피나무,성북구,37.59460322,126.9886088,0,4
레스카페RE'SCAFE,성동구,37.5500387,127.050664,0,2
휴인,도봉구,37.64587354,127.0358514,0,2
아크페브,용산구,37.53192145,127.0003734,0,4
카페드립,동대문구,37.59304322,127.0684703,0,4
카페게이트망원역점,마포구,37.55508825,126.9104803,0,1
홀리스타카페리옹,종로구,37.57085188,126.9799189,0,3
라프레,성동구,37.54724988,127.0394366,0,4
투썸플레이스,성북구,37.59196254,127.0176976,0,1
팜스프링스,영등포구,37.50996205,126.9172413,0,4
커피유슬리스,영등포구,37.49049742,126.9017037,0,4
커피호스피탈,마포구,37.55530916,126.9049346,0,1
문,강남구,37.47303619,127.1082444,0,4
카페피에노,서대문구,37.55781747,126.9573323,0,2
할리스,노원구,37.61861669,127.0775666,0,1
빌러클럽오브서울,강동구,37.54545297,127.1234896,0,4
놀숲연신내,은평구,37.61880398,126.9195788,0,1
더리즌,성동구,37.55747899,127.0299918,0,2
빽다방종암,성북구,37.60191506,127.0335201,0,4
위드커피,마포구,37.55667532,126.9253383,0,3
딕시랜드,마포구,37.54895991,126.9209326,0,1
가비루,은평구,37.60630528,126.9306455,0,2
밀플렉스,성북구,37.59356763,127.0004416,0,4
공차어린이대공원역점,광진구,37.5471794,127.073713,0,1
죠아찌쥬스,관악구,37.48244278,126.9270856,0,1
생각이다른사람들,중랑구,37.58173665,127.0812644,0,4
카페필림,동작구,37.50471026,126.9516398,0,2
강남커피,송파구,37.49716345,127.1193955,0,2
릴레이션RELATION,성동구,37.54831865,127.048626,0,1
아임히어,용산구,37.53814219,126.9650601,0,2
컬쳐커피,영등포구,37.52023956,126.9264153,0,0
카페글렌,양천구,37.54111609,126.8654514,0,4
이디야커피영등포,영등포구,37.51823439,126.895887,0,1
투썸플레이스혜화,종로구,37.58534157,127.000668,0,1
도즈렛커피,영등포구,37.50893501,126.9053893,0,4
타이거,강남구,37.48801665,127.1018435,0,2
카베하네,강남구,37.52792561,127.0322539,0,1
백호라떼,송파구,37.5058579,127.1103954,0,1
해머스미스커피강남교보점,서초구,37.50362777,127.0226643,0,1
카페온니,동작구,37.51237174,126.9385709,0,2
카페우디,종로구,37.57203109,126.9742926,0,1
소빈커피,서대문구,37.56533813,126.9323587,0,4
카페돌담콩,중구,37.5647965,126.9762306,0,1
달빛마루,노원구,37.65453861,127.0630419,0,1
이디야커피,성동구,37.56371384,127.0301754,0,2
가화다방,중구,37.56419508,126.9940917,0,1
하이오커피돈암점,성북구,37.59859311,127.0220136,0,4
1.5도씨,관악구,37.48357727,126.9126461,0,2
엠카페,마포구,37.56667643,126.9123001,0,2
감성커피,중구,37.56531209,127.009372,0,1
블룸,용산구,37.52884432,126.9666483,0,1
GAMME,광진구,37.54107253,127.0706066,0,1
경성시장,금천구,37.46967733,126.8842543,0,4
에그스톤,서초구,37.47528498,127.0442035,0,4
커피락펍,중구,37.56007528,126.9762434,0,3
카페프랑코,마포구,37.57886174,126.8949536,0,1
펀치오랩,금천구,37.46098471,126.8962603,0,4
타셋커피로스터스,마포구,37.57943416,126.8903225,0,1
아마렐로,영등포구,37.5034622,126.9008611,0,4
제이와이,영등포구,37.50930391,126.8941689,0,2
동인곱창,광진구,37.5677322,127.0855165,0,2
알콩달콩,성북구,37.59241284,127.0189546,0,1
투썸플레이스홍대걷고싶은,마포구,37.55477252,126.922692,0,3
카페루이스,서대문구,37.56293744,126.9642789,0,1
도이타로카페,성북구,37.59157504,127.0181505,0,1
클로리스,영등포구,37.52179782,126.9256559,0,0
쥬씨창동역점,도봉구,37.65321272,127.0467905,0,2
카페동네,강서구,37.53555747,126.8372547,0,4
이달의커피,금천구,37.46920584,126.9008159,0,4
컴포즈커피강동강일점,강동구,37.57195081,127.1739292,0,4
르누아즈,마포구,37.5617578,126.9267028,0,1
매머드익스프레스,종로구,37.57172738,127.0062938,0,1
탐앤탐스왕십리역점,성동구,37.56144094,127.0383915,0,1
이즈빈,광진구,37.53335412,127.0921638,0,2
디스이즈마인,중랑구,37.59997865,127.0972625,0,2
프롬하츠커피롯데월드몰점,송파구,37.5137471,127.1044461,0,1
담스커피,마포구,37.5591729,126.9147083,0,4
백란,강북구,37.67180911,127.0054975,0,4
크림오브클래식,마포구,37.55518387,126.9180854,0,1
블루포트인덕대학교점,노원구,37.63034242,127.0545023,0,2
블랙드롭커피,송파구,37.50519355,127.0974334,0,2
빽다방먹골역점,중랑구,37.61223723,127.0782622,0,2
메가커피노량진역점,동작구,37.51316519,126.9396787,0,1
위커즈러브,성동구,37.54775413,127.0612997,0,4
포트캔커피시흥,금천구,37.45374508,126.9015257,0,4
이디야커피,강동구,37.53693122,127.1302869,0,1
플러스카페,종로구,37.58033202,127.0025133,0,1
더블엠컴퍼니,종로구,37.57136422,126.9737042,0,1
스페셜스펙트라,송파구,37.51237934,127.1123391,0,1
만랩커피,영등포구,37.51474895,126.8975433,0,2
액트커피,서초구,37.47981515,126.9834029,0,1
커피만,마포구,37.5466258,126.9539439,0,1
메가엠지씨커피서울공덕초교점,마포구,37.54485101,126.9543976,0,1
브라운바운스,강서구,37.56267591,126.8236024,0,2
하우역사문화공원역점,중구,37.56559142,127.009123,0,1
하루노유키,성동구,37.5472585,127.0405908,0,4
팬케이크샵커피,마포구,37.57555675,126.8968374,0,2
밀탑수서역점,강남구,37.48732178,127.103109,0,2
란성엔제리너스커피롯데영등포역사점,영등포구,37.51566731,126.9076657,0,1
코피발리,종로구,37.5772055,127.0046754,0,4
꼬물베이크샵,노원구,37.65111233,127.0818499,0,4
컬러브루니,동작구,37.50272919,126.9352199,0,2
쿠카쿠,송파구,37.482916,127.1218715,0,1
공차,양천구,37.52491665,126.8741234,0,1
탐앤탐스,광진구,37.53780691,127.0897593,0,1
목,중랑구,37.59466811,127.1016603,0,4
오가다,종로구,37.57527633,126.9836308,0,1
니르코브,용산구,37.52181212,126.9954751,0,4
마실다실더플라워,양천구,37.51080269,126.8701884,0,4
카페이드라,종로구,37.57697929,126.9842191,0,1
브랜드네트워크세가프레도,강남구,37.50882912,127.0645478,0,1
흐룻,광진구,37.54500063,127.071029,0,1
참호도과자앤커피,종로구,37.5716822,126.991612,0,3
숲,성북구,37.61763306,127.0014498,0,4
온더락,마포구,37.54033421,126.9476679,0,1
라니작업실,노원구,37.63314468,127.0710788,0,2
카페스터닝,영등포구,37.52908449,126.9218926,0,0
스컬피,관악구,37.47907183,126.9634483,0,2
카페시월,동대문구,37.56296821,127.0681712,0,2
분카샤,중구,37.56542031,126.9920089,0,1
커피사피엔스,은평구,37.61912876,126.9202014,0,1
헬카페,용산구,37.5407467,126.9672201,0,2
로스티드바이s,광진구,37.54701927,127.0703633,0,1
매머드익스프레스여의도역점,영등포구,37.52036446,126.9244469,0,0
카페쥬얼,용산구,37.52480659,126.9624984,0,4
투썸플레이스노원문화의,노원구,37.65645791,127.0626356,0,1
한드드립,마포구,37.55425549,126.905547,0,2
심플이브닝,중구,37.56725861,126.9998755,0,1
쉐어빈,마포구,37.55708128,126.9014578,0,4
자코커피,서초구,37.4852487,127.0128331,0,1
성수정원,성동구,37.54300014,127.0546084,0,1
카페더갤러리,양천구,37.53635758,126.8810965,0,4
딩동딩동카페,용산구,37.54911785,126.9704869,0,4
프롬하츠커피,은평구,37.59634238,126.9196709,0,2
하늬커피호프,강북구,37.63616433,127.021934,0,1
이디야서울,서초구,37.48976261,127.0140777,0,1
더랩,강동구,37.53619865,127.1327634,0,1
이디야커피여의도농협재단빌딩점,영등포구,37.52200773,126.9300448,0,0
슬로우토크프레시,광진구,37.54898954,127.0881318,0,2
조인핸즈네트워크,구로구,37.47985103,126.8953185,0,4
어딕티브,서초구,37.50908857,127.0186055,0,1
카페숲,은평구,37.60215769,126.9256553,0,4
작은식당,성북구,37.61168748,127.0635154,0,2
매머드익스프레스,중구,37.56713997,126.9811311,0,3
커피볶는김여사,서대문구,37.595087,126.9460896,0,4
하루,구로구,37.49067177,126.885217,0,4
달콤커피1루점,송파구,37.51619256,127.0759448,0,4
옥키,중구,37.56212253,126.9902889,0,3
디저트를사랑한커피,강북구,37.61995692,127.0128449,0,2
카페드리아,광진구,37.55734703,127.0807965,0,2
샌디에고,송파구,37.50262663,127.1251267,0,2
매머드익스프레스남부,서초구,37.48550085,127.0139752,0,1
카페리코,서대문구,37.5685004,126.9319709,0,4
카페네,금천구,37.4621761,126.8986324,0,4
시온,용산구,37.52432894,126.9621253,0,4
주성코퍼레이션,노원구,37.66360845,127.0684898,0,4
꽃뜨락사이,동대문구,37.59045493,127.0560131,0,1
커피이야기,동대문구,37.57654695,127.0668704,0,4
선휴커피,서대문구,37.57677326,126.9203259,0,4
메이븐커피로스터스,마포구,37.57757469,126.8965063,0,2
박스글로벌,서초구,37.49743749,127.024517,0,3
투썸플레이스마포,마포구,37.5478513,126.9543052,0,4
앤트러사이트커피로스터,서대문구,37.56969021,126.9328301,0,4
몰랑케이크,양천구,37.52320105,126.8551666,0,2
씽씽커피,강동구,37.53907794,127.1438005,0,2
성북동콩집,성북구,37.59287384,127.0024118,0,4
도피오카페,서초구,37.48560646,127.0280861,0,4
아리스타커피한강성심,영등포구,37.52297651,126.9103377,0,2
서울북카페욕망의북카페,강남구,37.5038428,127.0282625,0,0
리빈글로벌,서초구,37.48023894,127.0142116,0,4
포엔식스,강남구,37.51141018,127.0324051,0,1
크레이빙커피,강동구,37.53597661,127.1453446,0,4
타이거타이거카페,종로구,37.57434008,126.990808,0,1
공감상회,도봉구,37.63716011,127.0387136,0,4
플럭스커피로스터스,양천구,37.54866066,126.8683008,0,2
메가엠지씨커피목동,강서구,37.53218456,126.8631707,0,4
마더린러베이글,서대문구,37.5583171,126.9453691,0,1
빽다방석계,성북구,37.61325446,127.0648645,0,2
오후,종로구,37.57073603,126.9900048,0,3
커피데이즈,광진구,37.54528281,127.1036867,0,2
공차고대안암,성북구,37.58869802,127.0316913,0,2
코지덤즈,용산구,37.53734476,126.9870674,0,2
공부공간,서대문구,37.55783558,126.9373452,0,1
구뜨커피,금천구,37.48143165,126.8803921,0,1
메가엠지씨커피영등포역남부점,영등포구,37.5136921,126.9051231,0,2
브루다종로5가,종로구,37.57292586,127.0016188,0,1
도나파스텔,서대문구,37.55806378,126.9431737,0,1
꿀소담,도봉구,37.65507892,127.0437432,0,2
규젤,금천구,37.47723625,126.8837,0,1
옐로우버터드림,관악구,37.4776642,126.9572988,0,4
크로앙쥬,송파구,37.5007113,127.1123669,0,2
쥬씨,영등포구,37.51823439,126.895887,0,1
래포커피,노원구,37.65882402,127.0688707,0,2
메가커피,구로구,37.48516469,126.8927557,0,1
비마이게스트,강남구,37.50869307,127.0661764,0,1
브릭스,성북구,37.59142253,127.013225,0,1
스푼,종로구,37.58388195,127.0013473,0,1
비엔나커피하우스협동조합,마포구,37.58159349,126.8870814,0,4
