상호명,시군구명,cluster,margin,2nd_nearest,is_boundary
구로디지털로,구로구,1,0.461,C3 도심초밀집,False
노원KT,노원구,1,0.462,C2 주거생활,False
여의도ABL타워,영등포구,0,0.462,C1 상업활성,False
내발산,강서구,2,0.463,C4 비역세권,False
송정역,강서구,2,0.463,C1 상업활성,False
답십리역,동대문구,2,0.463,C4 비역세권,False
고대,성북구,2,0.464,C1 상업활성,False
을지로삼화타워,중구,3,0.465,C1 상업활성,False
중랑구청,중랑구,4,0.465,C2 주거생활,False
송파거여역,송파구,2,0.466,C4 비역세권,False
자양역,광진구,2,0.468,C4 비역세권,False
목동8단지,양천구,4,0.469,C2 주거생활,False
명동메트로,중구,3,0.47,C1 상업활성,False
선릉로,강남구,0,0.472,C1 상업활성,False
광화문교보문고,종로구,3,0.473,C1 상업활성,False
태평로,중구,3,0.474,C1 상업활성,False
삼청동,종로구,4,0.474,C2 주거생활,False
을지로경기빌딩,중구,3,0.477,C1 상업활성,False
합정푸르지오,마포구,1,0.478,C3 도심초밀집,False
약수역,중구,2,0.478,C1 상업활성,False
타임스퀘어2F,영등포구,1,0.479,C2 주거생활,False
영등포역,영등포구,1,0.479,C2 주거생활,False
목동10단지,양천구,4,0.48,C2 주거생활,False
타임스퀘어B2,영등포구,1,0.481,C2 주거생활,False
은행사거리,노원구,4,0.481,C2 주거생활,False
종암,성북구,4,0.482,C2 주거생활,False
쌍문,도봉구,2,0.484,C1 상업활성,False
강남아이퀘스트,강남구,0,0.484,C1 상업활성,False
구역삼사거리,강남구,0,0.485,C1 상업활성,False
숭실대,동작구,2,0.485,C4 비역세권,False
을지로2가,중구,3,0.487,C1 상업활성,False
아크로힐스논현,강남구,0,0.49,C1 상업활성,False
한성대입구역,성북구,2,0.493,C1 상업활성,False
인사,종로구,3,0.494,C1 상업활성,False
한남동R,용산구,4,0.502,C2 주거생활,False
합정,마포구,1,0.503,C2 주거생활,False
여의도브라이튼,영등포구,0,0.509,C1 상업활성,False
성수역,성동구,1,0.51,C2 주거생활,False
송파헬리오시티,송파구,4,0.51,C2 주거생활,False
연희DT,서대문구,4,0.512,C2 주거생활,False
올림픽공원남문,송파구,4,0.513,C2 주거생활,False
종로관철,종로구,3,0.513,C1 상업활성,False
을지로한국빌딩,중구,3,0.516,C1 상업활성,False
숭례문북창,중구,3,0.519,C1 상업활성,False
숭실대입구역,동작구,2,0.521,C4 비역세권,False
신풍역,영등포구,2,0.522,C4 비역세권,False
을지로국제빌딩,중구,3,0.526,C1 상업활성,False
국회의사당역,영등포구,0,0.527,C1 상업활성,False
그랑서울,종로구,3,0.527,C1 상업활성,False
공릉역,노원구,2,0.528,C1 상업활성,False
연대동문,서대문구,4,0.529,C2 주거생활,False
굽은다리역,강동구,2,0.529,C1 상업활성,False
서울숲역,성동구,2,0.532,C4 비역세권,False
종로3가,종로구,3,0.532,C1 상업활성,False
여의도TP타워,영등포구,0,0.536,C1 상업활성,False
종로관수,종로구,3,0.536,C1 상업활성,False
언주역,강남구,0,0.537,C1 상업활성,False
환구단,중구,3,0.538,C1 상업활성,False
샛강역,영등포구,0,0.539,C1 상업활성,False
소공로,중구,3,0.539,C1 상업활성,False
도봉구청,도봉구,2,0.545,C4 비역세권,False
더현대서울(B2)R,영등포구,0,0.547,C1 상업활성,False
여의도KBS R,영등포구,0,0.549,C1 상업활성,False
방이역,송파구,2,0.549,C4 비역세권,False
종로수송,종로구,3,0.55,C1 상업활성,False
올림픽공원북2문,강동구,4,0.551,C2 주거생활,False
하이브랜드,서초구,4,0.554,C2 주거생활,False
내방역,서초구,2,0.555,C4 비역세권,False
무교로,중구,3,0.555,C1 상업활성,False
청계크리스탈스퀘어,중구,3,0.56,C1 상업활성,False
목동역,양천구,2,0.56,C1 상업활성,False
효창공원앞역,용산구,2,0.561,C1 상업활성,False
구로NC,구로구,2,0.561,C4 비역세권,False
양천향교역,강서구,2,0.563,C4 비역세권,False
선유도역 1번출구,영등포구,2,0.567,C1 상업활성,False
동호로,중구,2,0.568,C1 상업활성,False
여의도,영등포구,0,0.569,C1 상업활성,False
여의도IFC몰(L2)STREET,영등포구,0,0.57,C1 상업활성,False
연대,서대문구,1,0.572,C2 주거생활,False
구의DT,광진구,4,0.573,C2 주거생활,False
여의도IFC몰(L1)R,영등포구,0,0.574,C1 상업활성,False
여의도교직원공제회,영등포구,0,0.575,C1 상업활성,False
여의도역R,영등포구,0,0.576,C1 상업활성,False
동여의도,영등포구,0,0.577,C1 상업활성,False
아차산역,광진구,2,0.578,C1 상업활성,False
여의도의사당,영등포구,0,0.581,C1 상업활성,False
국회대로,영등포구,0,0.583,C1 상업활성,False
남성역,동작구,2,0.585,C4 비역세권,False
방학역,도봉구,2,0.587,C4 비역세권,False
가양역사거리,강서구,2,0.597,C1 상업활성,False
월곡역,성북구,2,0.599,C4 비역세권,False
암사역,강동구,2,0.605,C1 상업활성,False
가양역,강서구,2,0.607,C1 상업활성,False
시청,중구,3,0.61,C1 상업활성,False
여의도원센티널,영등포구,0,0.623,C1 상업활성,False
둔촌포레온스테이션5,강동구,2,0.633,C1 상업활성,False
여의도IFC(1F),영등포구,0,0.634,C1 상업활성,False
서울양평역,영등포구,2,0.644,C4 비역세권,False
우장산역,강서구,2,0.648,C1 상업활성,False
올림픽대교북단,광진구,4,0.651,C2 주거생활,False
여의도일신,영등포구,0,0.652,C1 상업활성,False
강서우장산,강서구,2,0.654,C4 비역세권,False
염창역,강서구,2,0.661,C1 상업활성,False
상왕십리역,성동구,2,0.693,C1 상업활성,False
