상호명,브랜드,is_starbucks,위도,경도,시군구명,도로명주소,dist_nearest_subway,num_subway_500m,nearest_subway_ridership,num_bus_stops_300m,subway_morning_peak_500m,subway_lunch_peak_500m,subway_evening_peak_500m,num_restaurants_500m,num_retail_500m,num_convenience_500m,independent_cafe_count_500m,low_price_cafe_count_500m,other_franchise_cafe_count_500m,dist_nearest_starbucks,avg_income,num_offices,living_population,land_price
마곡케이스퀘어,스타벅스,1,37.5623745,126.8269307,강서구,"서울특별시 강서구 마곡중앙로 105-7 (마곡동), 1층 일부",0.2765,2,31932.0,4,602220.0,241204.0,863836.0,485,312,30,82,8,8,0.2365,3407916.0,4242.0,34775.0,2673298.0
마곡나루공원,스타벅스,1,37.567007,126.822246,강서구,서울특별시 강서구 마곡중앙5로 47 (마곡동),0.4591,1,59144.0,12,476072.0,185671.0,692367.0,467,198,26,61,6,11,0.270934,3407916.0,4242.0,34775.0,2673298.0
송정역,스타벅스,1,37.56105571,126.8115099,강서구,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",0.0432,2,12513.0,12,138004.0,87428.0,213302.0,222,190,20,23,3,2,0.753389,2896818.0,5425.0,36970.0,3063462.0
강서구청사거리,스타벅스,1,37.5549266,126.8523133,강서구,서울특별시 강서구 화곡로 350 (화곡동),0.7432,0,43283.0,13,0.0,0.0,0.0,455,197,28,46,3,3,0.632289,3040513.0,6872.0,20079.0,3645948.0
낙성대역,스타벅스,1,37.47776013,126.9611426,관악구,서울특별시 관악구 남부순환로 1908 (봉천동),0.2433,1,56239.0,15,804303.0,416893.0,1090661.0,470,238,35,64,4,4,0.274117,3225725.0,5994.0,25376.0,4225059.0
관악서울대입구R,스타벅스,1,37.47932481,126.952702,관악구,서울특별시 관악구 관악로 158 (봉천동),0.2138,1,94893.0,8,1268622.0,792592.0,2006286.0,787,337,43,97,4,13,0.226773,3225725.0,5994.0,25376.0,4225059.0
신림DT,스타벅스,1,37.480935,126.908407,관악구,서울특별시 관악구 남부순환로 1419 (신림동),0.7836,0,111148.0,9,0.0,0.0,0.0,290,268,19,28,4,4,0.87711,2523192.0,2688.0,32930.0,3970150.0
서울대역,스타벅스,1,37.48166265,126.9520165,관악구,서울특별시 관악구 남부순환로 1817 (봉천동),0.0787,1,94893.0,10,1268622.0,792592.0,2006286.0,751,402,43,92,5,13,0.074271,2633493.0,1301.0,12954.0,4225059.0
낙성대DT,스타벅스,1,37.47624317,126.9651172,관악구,서울특별시 관악구 남부순환로 1948 (봉천동),0.1471,1,56239.0,11,804303.0,416893.0,1090661.0,302,264,28,41,4,6,0.130863,2783693.0,1623.0,21947.0,4225059.0
사당,스타벅스,1,37.4760559,126.980928,관악구,서울특별시 관악구 남부순환로 2082-25,0.0969,1,142187.0,15,760949.0,535000.0,1454909.0,746,268,42,65,4,8,0.173813,3234026.0,3701.0,22719.0,4106326.0
보라매대교빌딩,스타벅스,1,37.491449,126.925432,관악구,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,0.2237,2,9497.0,16,174306.0,100716.0,237758.0,431,303,21,49,2,9,0.173915,2529995.0,1644.0,16057.0,4225059.0
신림,스타벅스,1,37.48609493,126.9291602,관악구,서울특별시 관악구 신림로 355-1 (신림동),0.176,2,115396.0,10,929541.0,500625.0,1367828.0,1013,567,54,79,8,15,0.24502,2434279.0,1310.0,28895.0,3970150.0
신림타임스트림,스타벅스,1,37.48407102,126.9302583,관악구,서울특별시 관악구 신림로 330 타임스트림 1층,0.0758,1,115396.0,19,869356.0,462598.0,1275503.0,943,557,49,67,9,11,0.24502,2412001.0,2303.0,19485.0,4106326.0
서울대입구역,스타벅스,1,37.48120739,126.9514006,관악구,서울특별시 관악구 남부순환로 1812 (봉천동),0.1182,1,94893.0,10,1268622.0,792592.0,2006286.0,769,407,47,92,4,13,0.074271,2768161.0,5147.0,37343.0,4225059.0
신림녹두거리,스타벅스,1,37.4704882,126.9381587,관악구,"서울특별시 관악구 신림로 99 (신림동, 센터스퀘어 서울대점)",0.409,1,19687.0,12,117310.0,73728.0,174494.0,473,279,48,54,5,4,1.33492,2622408.0,590.0,34088.0,4106326.0
서울대입구역8번출구,스타벅스,1,37.4812061,126.9536942,관악구,서울특별시 관악구 남부순환로 1831 (봉천동),0.0844,1,94893.0,12,1268622.0,792592.0,2006286.0,856,423,42,101,5,14,0.156501,2889475.0,2409.0,24664.0,4225059.0
봉천역,스타벅스,1,37.48203753,126.9422878,관악구,서울특별시 관악구 남부순환로 1730 (봉천동),0.0502,1,47328.0,12,333219.0,176937.0,437668.0,495,301,29,51,3,3,0.73784,2768161.0,5147.0,37343.0,4225059.0
봉천현대시장,스타벅스,1,37.48665267,126.9482961,관악구,"서울특별시 관악구 은천로 118 (봉천동), 1층 101~104호",0.7176,0,94893.0,13,0.0,0.0,0.0,210,167,23,26,1,2,0.6447,2633493.0,1301.0,12954.0,4225059.0
낙성대역7번출구,스타벅스,1,37.4771331,126.9641468,관악구,서울특별시 관악구 남부순환로 1933 (봉천동),0.046,1,56239.0,13,804303.0,416893.0,1090661.0,344,264,29,43,4,7,0.130863,2889475.0,2409.0,24664.0,4225059.0
건국대,스타벅스,1,37.54154747,127.0711558,광진구,서울특별시 광진구 능동로 117 (화양동),0.1422,1,114263.0,8,514378.0,450102.0,1275539.0,795,499,48,114,9,16,0.105778,2470026.0,872.0,38402.0,6022401.0
어린이대공원역,스타벅스,1,37.551946,127.076404,광진구,서울특별시 광진구 능동로 243 (군자동),0.4635,1,38747.0,6,385433.0,311151.0,639998.0,214,147,25,36,4,4,0.334492,2604535.0,1002.0,23671.0,4331342.0
아차산역,스타벅스,1,37.55062116,127.0900321,광진구,서울특별시 광진구 천호대로 676 (구의동),0.1213,1,31295.0,11,409283.0,250132.0,596037.0,298,197,25,43,3,7,0.642487,2948328.0,2960.0,18726.0,4650403.0
올림픽대교북단,스타벅스,1,37.541129,127.09524,광진구,서울특별시 광진구 광나루로 608 (구의동),0.6728,0,52068.0,8,0.0,0.0,0.0,223,179,19,22,3,4,0.421596,4010979.0,11355.0,28708.0,4650403.0
구의DT,스타벅스,1,37.54529839,127.0871967,광진구,서울특별시 광진구 광나루로 519 (구의동),0.7459,0,31295.0,8,0.0,0.0,0.0,226,159,11,38,2,2,0.642487,2948328.0,2960.0,18726.0,4650403.0
자양사거리,스타벅스,1,37.5371158,127.0825821,광진구,서울특별시 광진구 아차산로 355,0.294,1,55830.0,8,684582.0,353528.0,935329.0,488,356,23,45,4,4,0.217946,2745988.0,11952.0,22889.0,4517288.0
군자역,스타벅스,1,37.55702607,127.0791098,광진구,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,0.0309,1,54370.0,12,685070.0,351590.0,999707.0,507,346,32,60,5,2,0.074415,2604535.0,1002.0,23671.0,4331342.0
광나루,스타벅스,1,37.54737112,127.1060487,광진구,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",0.3172,1,23130.0,11,397321.0,226810.0,527793.0,153,74,12,35,0,1,0.774059,5284540.0,8850.0,35232.0,3086771.0
건대스타시티,스타벅스,1,37.538544,127.073009,광진구,서울특별시 광진구 아차산로 262 (자양동),0.342,1,114263.0,7,514378.0,450102.0,1275539.0,484,358,35,67,7,11,0.043211,4353416.0,1753.0,25255.0,5170012.0
건대입구,스타벅스,1,37.5406604,127.0707225,광진구,서울특별시 광진구 능동로 107 (화양동),0.0555,1,114263.0,9,514378.0,450102.0,1275539.0,836,524,50,114,10,17,0.105778,2470026.0,872.0,38402.0,6022401.0
광장,스타벅스,1,37.54261258,127.0996405,광진구,서울특별시 광진구 아차산로 537-17 (광장동),0.4577,1,23130.0,7,397321.0,226810.0,527793.0,89,85,10,13,3,4,0.421596,5284540.0,8850.0,35232.0,3086771.0
건국클래식,스타벅스,1,37.538466,127.071271,광진구,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,0.2567,1,114263.0,5,514378.0,450102.0,1275539.0,676,447,45,85,10,12,0.153487,4353416.0,1753.0,25255.0,5170012.0
건대로데오,스타벅스,1,37.54079664,127.0667289,광진구,"서울특별시 광진구 아차산로 212 (자양동, 더포디엄830)",0.2983,1,114263.0,4,514378.0,450102.0,1275539.0,879,582,41,104,6,16,0.352437,2795134.0,513.0,27121.0,4517288.0
강변,스타벅스,1,37.53474181,127.0919732,광진구,서울특별시 광진구 구의강변로 46 (구의동),0.242,1,52068.0,9,974505.0,800629.0,1819350.0,241,736,20,35,3,4,0.416214,4010979.0,11355.0,28708.0,4650403.0
구의역이스트폴,스타벅스,1,37.53657397,127.087857,광진구,"서울특별시 광진구 아차산로 402 (자양동), 1층",0.1801,1,55830.0,7,684582.0,353528.0,935329.0,475,280,31,53,4,8,0.253148,2999213.0,2506.0,23274.0,5170012.0
건대후문,스타벅스,1,37.54603056,127.0738193,광진구,서울특별시 광진구 능동로 172 (화양동),0.2326,1,38747.0,7,385433.0,311151.0,639998.0,574,201,33,85,4,8,0.29502,2470026.0,872.0,38402.0,6022401.0
중곡역,스타벅스,1,37.56505701,127.0844523,광진구,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",0.097,1,21222.0,11,155189.0,75601.0,192544.0,388,315,25,49,3,4,0.945359,2390961.0,515.0,13677.0,3733297.0
자양이마트,스타벅스,1,37.53862005,127.0734896,광진구,서울특별시 광진구 아차산로 272 (자양동) 지하1층,0.3698,1,114263.0,4,514378.0,450102.0,1275539.0,425,350,35,61,5,10,0.043211,4353416.0,1753.0,25255.0,5170012.0
자양역,스타벅스,1,37.53268464,127.0678785,광진구,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",0.1641,1,21575.0,5,104747.0,67050.0,194723.0,193,175,17,32,4,0,0.484545,4353416.0,1753.0,25255.0,4517288.0
세종대,스타벅스,1,37.54914275,127.0750276,광진구,서울특별시 광진구 능동로 209 (군자동),0.1297,1,38747.0,5,385433.0,311151.0,639998.0,428,166,35,60,5,5,0.334492,2604535.0,1002.0,23671.0,4331342.0
뚝섬한강공원,스타벅스,1,37.52833825,127.0682726,광진구,서울특별시 광진구 강변북로 2234 (자양동),0.3819,1,21575.0,0,104747.0,67050.0,194723.0,38,26,5,10,1,0,0.484545,4353416.0,1753.0,25255.0,5170012.0
구의역,스타벅스,1,37.537063,127.085053,광진구,서울 광진구 자양로18길 22 (구의동) 101호,0.0761,1,55830.0,9,684582.0,353528.0,935329.0,493,326,27,52,5,7,0.217946,2683701.0,3506.0,21194.0,4650403.0
화양삼거리,스타벅스,1,37.54774853,127.0712692,광진구,서울특별시 광진구 광나루로 374 (화양동),0.3002,1,38747.0,8,385433.0,311151.0,639998.0,600,306,44,83,6,12,0.29502,2470026.0,872.0,38402.0,6022401.0
군자사거리,스타벅스,1,37.55769507,127.0790879,광진구,서울특별시 광진구 천호대로 549 (중곡동) 1층,0.0846,1,54370.0,12,685070.0,351590.0,999707.0,524,362,30,63,5,2,0.074415,2542359.0,3866.0,14608.0,3733297.0
금천구청역,스타벅스,1,37.45588673,126.8956825,금천구,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",0.153,1,21961.0,7,168812.0,84124.0,223661.0,253,103,11,45,2,0,0.332681,2757307.0,4641.0,25191.0,2838707.0
가산에스케이,스타벅스,1,37.48082409,126.8810008,금천구,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",0.1435,1,113565.0,18,1090699.0,289969.0,1250585.0,712,666,59,137,8,8,0.16336,2567594.0,106107.0,59060.0,3187423.0
독산사거리,스타벅스,1,37.47158263,126.8986055,금천구,서울특별시 금천구 시흥대로 426 (독산동),0.9936,0,31747.0,15,0.0,0.0,0.0,536,409,32,42,4,10,0.343098,2386851.0,2738.0,15828.0,3092458.0
금천시흥,스타벅스,1,37.44875938,126.9032388,금천구,서울특별시 금천구 시흥대로 164 (시흥동),1.1185,0,21961.0,13,0.0,0.0,0.0,285,235,17,18,2,3,1.035863,2757307.0,4641.0,25191.0,2838707.0
가산디지털단지역,스타벅스,1,37.48135375,126.8835891,금천구,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",0.0962,1,113565.0,18,1090699.0,289969.0,1250585.0,718,741,49,109,9,6,0.147404,2567594.0,106107.0,59060.0,3187423.0
금천독산,스타벅스,1,37.46957081,126.8956578,금천구,서울특별시 금천구 두산로 70 (독산동),0.6543,0,31747.0,16,0.0,0.0,0.0,395,273,40,33,2,7,0.343098,3000453.0,10617.0,40514.0,3092458.0
가산디지털,스타벅스,1,37.47997009,126.8825072,금천구,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",0.1105,1,113565.0,20,1090699.0,289969.0,1250585.0,763,739,59,145,10,8,0.16336,2567594.0,106107.0,59060.0,3187423.0
마리오아울렛,스타벅스,1,37.47860691,126.8848483,금천구,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,0.3273,1,113565.0,17,1090699.0,289969.0,1250585.0,764,957,63,127,11,6,0.211843,2567594.0,106107.0,59060.0,2988017.0
가산브이타워,스타벅스,1,37.4770041,126.8835506,금천구,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",0.4474,1,113565.0,9,771823.0,198339.0,882601.0,579,914,59,134,11,6,0.211843,2567594.0,106107.0,59060.0,3187423.0
독산역,스타벅스,1,37.46770967,126.887674,금천구,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",0.1849,1,31747.0,9,290030.0,95143.0,334595.0,176,160,34,33,2,6,0.734366,2567594.0,106107.0,59060.0,3187423.0
금천금나래,스타벅스,1,37.45868985,126.897,금천구,서울특별시 금천구 시흥대로79길 23 (시흥동) 1층,0.4326,1,21961.0,7,168812.0,84124.0,223661.0,264,102,15,46,3,3,0.332681,2757307.0,4641.0,25191.0,2838707.0
가산퍼블릭,스타벅스,1,37.47574363,126.886848,금천구,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",0.6897,0,113565.0,10,0.0,0.0,0.0,477,773,56,86,7,3,0.278028,2567594.0,106107.0,59060.0,3187423.0
가산현대아울렛,스타벅스,1,37.47768044,126.8888406,금천구,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",0.6591,0,113565.0,15,0.0,0.0,0.0,566,844,52,83,9,3,0.278028,2567594.0,106107.0,59060.0,3187423.0
가산케이에스,스타벅스,1,37.48089352,126.8851557,금천구,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",0.224,1,113565.0,16,1090699.0,289969.0,1250585.0,708,800,48,100,11,6,0.147404,2567594.0,106107.0,59060.0,3187423.0
가산어반워크,스타벅스,1,37.48002317,126.878251,금천구,서울특별시 금천구 가산디지털2로 135 (가산동),0.3992,1,113565.0,9,1090699.0,289969.0,1250585.0,484,364,46,96,5,6,0.25847,2567594.0,106107.0,59060.0,3187423.0
월계역,스타벅스,1,37.6295,127.0574,노원구,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",0.4316,1,14469.0,13,86808.0,56963.0,123058.0,88,63,8,14,2,1,0.449812,2728093.0,29.0,18587.0,2650900.0
월계트레이더스,스타벅스,1,37.62759527,127.0619061,노원구,서울특별시 노원구 마들로3길 17 (월계동),0.4407,1,18615.0,6,119574.0,74542.0,162823.0,107,94,15,13,2,4,0.051384,3110675.0,100.0,21505.0,2118852.0
상계초교사거리,스타벅스,1,37.656776,127.066442,노원구,서울특별시 노원구 노원로 449 (상계동),0.4249,1,87493.0,14,244436.0,186980.0,481081.0,762,615,28,69,5,8,0.349936,3122902.0,1731.0,27169.0,2933568.0
공릉DT,스타벅스,1,37.6206884,127.0743116,노원구,서울특별시 노원구 동일로 1015 (공릉동),0.3262,1,30912.0,10,181132.0,119374.0,289772.0,425,344,26,64,4,7,0.463114,2786137.0,6065.0,38060.0,2775572.0
노원마들역,스타벅스,1,37.66108907,127.0580154,노원구,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",0.4293,1,26044.0,7,180902.0,93768.0,218242.0,91,68,5,14,0,1,0.726819,3132098.0,413.0,12905.0,2650900.0
공릉역,스타벅스,1,37.626337,127.072252,노원구,서울특별시 노원구 동일로 1081 (공릉동),0.0871,1,26743.0,13,341851.0,204505.0,508285.0,365,191,17,40,4,5,0.653764,2786137.0,6065.0,38060.0,2775572.0
은행사거리,스타벅스,1,37.65048782,127.0759793,노원구,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",1.1746,0,38128.0,7,0.0,0.0,0.0,224,161,22,30,4,6,1.092639,4623227.0,1184.0,25302.0,2286863.0
노원KT,스타벅스,1,37.654562,127.063617,노원구,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",0.1893,1,87493.0,12,464960.0,392649.0,942586.0,702,610,39,72,7,8,0.316125,3152836.0,4965.0,41694.0,2650900.0
광운대,스타벅스,1,37.62317425,127.0608065,노원구,서울특별시 노원구 석계로 104 (월계동),0.1039,1,18615.0,5,119574.0,74542.0,162823.0,178,109,17,21,3,6,0.457309,2777397.0,1264.0,19463.0,2118852.0
중계역,스타벅스,1,37.64817,127.062244,노원구,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",0.4381,1,28636.0,8,226039.0,112283.0,256618.0,112,117,14,14,2,1,0.389234,3152836.0,4965.0,41694.0,2933568.0
노원역,스타벅스,1,37.654751,127.060034,노원구,서울특별시 노원구 동일로 1413 (상계동) 1층,0.1845,1,87493.0,12,464960.0,392649.0,942586.0,612,562,34,62,7,7,0.217762,3152836.0,4965.0,41694.0,2933568.0
월계이마트,스타벅스,1,37.62715819,127.0620955,노원구,서울특별시 노원구 마들로3길 15 (월계동),0.3928,1,18615.0,5,119574.0,74542.0,162823.0,120,98,16,13,3,4,0.051384,3110675.0,100.0,21505.0,2118852.0
태릉입구역DT,스타벅스,1,37.61942,127.07932,노원구,서울특별시 노원구 화랑로 469 (공릉동),0.415,2,30912.0,11,567025.0,281877.0,687959.0,479,357,31,74,7,9,0.463114,2786137.0,6065.0,38060.0,2775572.0
노원상계,스타벅스,1,37.651535,127.061026,노원구,서울특별시 노원구 동일로215길 2 (상계동),0.4529,1,87493.0,7,220524.0,205669.0,461505.0,364,479,28,43,7,4,0.368113,3152836.0,4965.0,41694.0,2933568.0
노원구청,스타벅스,1,37.6539896,127.057755,노원구,서울특별시 노원구 노해로 447 (상계동),0.4017,1,87493.0,5,220524.0,205669.0,461505.0,348,460,26,40,5,4,0.217762,3152836.0,4965.0,41694.0,2933568.0
창동이마트,스타벅스,1,37.65167649,127.0469283,도봉구,서울특별시 도봉구 노해로65길 4 (창동),0.1599,1,56860.0,6,342074.0,238380.0,577826.0,321,476,23,28,4,8,0.35125,3298026.0,4983.0,17121.0,2858169.0
덕성여대,스타벅스,1,37.650906,127.013279,도봉구,서울특별시 도봉구 삼양로 536 (쌍문동),0.1601,1,8220.0,4,38190.0,34326.0,61536.0,200,103,16,27,3,4,1.499194,2440535.0,872.0,15807.0,2373248.0
도봉구청,스타벅스,1,37.66950348,127.046038,도봉구,서울특별시 도봉구 마들로 665 (도봉동),0.2713,1,20309.0,11,127258.0,85676.0,193472.0,340,217,24,33,4,2,0.524138,2811820.0,1070.0,18541.0,2026007.0
쌍문,스타벅스,1,37.649424,127.035577,도봉구,서울특별시 도봉구 도봉로 494 (창동),0.117,1,56728.0,9,424168.0,220287.0,546399.0,371,285,25,40,5,4,0.502566,3038009.0,785.0,18851.0,2858169.0
쌍문도봉로,스타벅스,1,37.6453516,127.0331011,도봉구,서울특별시 도봉구 도봉로 444 (창동),0.3908,1,56728.0,8,424168.0,220287.0,546399.0,390,293,32,49,6,4,0.502566,2551630.0,1070.0,29187.0,2858169.0
도봉로DT,스타벅스,1,37.66118059,127.0416301,도봉구,서울특별시 도봉구 도봉로 635 (쌍문동),0.7405,0,20309.0,8,0.0,0.0,0.0,264,232,22,27,5,1,0.482725,2430154.0,851.0,16651.0,2373248.0
방학역,스타벅스,1,37.6653125,127.0433125,도봉구,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",0.2578,1,20309.0,8,127258.0,85676.0,193472.0,349,283,24,25,4,3,0.482725,2895702.0,3898.0,24865.0,2459888.0
창동역,스타벅스,1,37.65409007,127.0495023,도봉구,서울특별시 도봉구 마들로13길 61 (창동),0.2256,1,56860.0,14,342074.0,238380.0,577826.0,333,465,19,29,4,7,0.35125,3547959.0,1820.0,28246.0,2858169.0
노량진동,스타벅스,1,37.513068,126.946537,동작구,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",0.4216,1,72495.0,9,512874.0,332714.0,812241.0,296,187,21,42,2,5,0.500326,3583099.0,2833.0,34502.0,4429860.0
남성역,스타벅스,1,37.4841198,126.9725739,동작구,서울특별시 동작구 사당로 219 (사당동),0.1282,1,22365.0,12,162932.0,87409.0,207046.0,280,257,21,31,2,5,0.660204,3890035.0,1114.0,16636.0,4821614.0
상도역,스타벅스,1,37.5031936,126.9484581,동작구,서울특별시 동작구 상도로37길 1 (상도1동),0.0627,1,25881.0,22,152343.0,91441.0,215653.0,249,151,24,43,3,6,0.532389,3875896.0,3543.0,43668.0,5210939.0
보라매공원R,스타벅스,1,37.49191014,126.9235484,동작구,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",0.1168,2,15457.0,14,174306.0,100716.0,237758.0,361,256,22,43,2,9,0.173915,3340157.0,11362.0,23538.0,4429860.0
이수자이,스타벅스,1,37.484414,126.980047,동작구,서울특별시 동작구 사당로 300 (사당동 이수자이),0.1627,2,34264.0,14,733115.0,508185.0,1307519.0,706,427,31,88,5,3,0.258128,2855173.0,3853.0,20995.0,4429860.0
노량진역,스타벅스,1,37.51339,126.940879,동작구,서울특별시 동작구 노량진로 134 (노량진동),0.0998,1,72495.0,10,512874.0,332714.0,812241.0,459,685,26,52,5,5,0.500326,3583099.0,2833.0,34502.0,5451237.0
신대방삼거리역,스타벅스,1,37.50034872,126.9319876,동작구,서울특별시 동작구 상도로 102 (상도동),0.3353,1,29883.0,12,230543.0,114422.0,293797.0,368,288,27,55,2,1,0.882177,2575897.0,994.0,16708.0,3761237.0
중앙대,스타벅스,1,37.506933,126.958125,동작구,서울특별시 동작구 흑석로 75-1 (흑석동),0.5331,0,20831.0,10,0.0,0.0,0.0,301,147,15,42,2,7,0.948702,4224946.0,91.0,32070.0,5139919.0
숭실대입구역,스타벅스,1,37.4968346,126.9527123,동작구,서울특별시 동작구 상도로 354 (상도동),0.1327,1,31773.0,8,400578.0,248703.0,579720.0,244,129,21,32,2,0,0.251027,3875896.0,3543.0,43668.0,3761237.0
숭실대,스타벅스,1,37.49538073,126.9548891,동작구,서울특별시 동작구 사당로 4 (상도동),0.1186,1,31773.0,6,400578.0,248703.0,579720.0,213,113,20,30,2,1,0.251027,3875896.0,3543.0,43668.0,3761237.0
사당역,스타벅스,1,37.47849216,126.9813456,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",0.1954,1,142187.0,11,760949.0,535000.0,1454909.0,852,324,43,86,5,8,0.15324,2855173.0,3853.0,20995.0,4821614.0
상도대로,스타벅스,1,37.50504793,126.9428938,동작구,"서울특별시 동작구 상도로 218 (상도동), 1층",0.3307,1,19084.0,16,139418.0,81474.0,188966.0,230,187,22,38,5,1,0.332901,3826699.0,1012.0,19664.0,3761237.0
이수역13번출구,스타벅스,1,37.48733712,126.9814933,동작구,"서울특별시 동작구 동작대로27길 5 (사당동), 1층",0.1272,2,41187.0,7,733115.0,508185.0,1307519.0,626,423,26,76,3,5,0.14656,3884988.0,1640.0,33133.0,4821614.0
장승배기역,스타벅스,1,37.50580826,126.9392436,동작구,"서울특별시 동작구 장승배기로11가길 11 (상도동, 상도파크자이) 제상가동 제지2층 105호",0.1016,1,19084.0,20,139418.0,81474.0,188966.0,211,212,18,30,3,0,0.332901,3826699.0,1012.0,19664.0,4429860.0
서강대프라자,스타벅스,1,37.55102697,126.9431337,마포구,서울특별시 마포구 백범로 35 (신수동),0.374,1,21182.0,4,244212.0,154039.0,351840.0,243,135,20,52,3,2,0.345275,3421062.0,3405.0,23624.0,5619671.0
상암YTN,스타벅스,1,37.57931427,126.8922104,마포구,서울특별시 마포구 상암산로 76 (상암동),0.3445,1,6252.0,10,42558.0,17331.0,52996.0,684,207,32,106,4,13,0.189215,4158486.0,16189.0,49073.0,3197588.0
마포용강동,스타벅스,1,37.541186,126.942209,마포구,서울특별시 마포구 토정로 295 (용강동),0.374,1,29055.0,8,213387.0,101904.0,296581.0,390,174,27,46,3,6,0.371694,4787212.0,15056.0,23627.0,6952568.0
홍대입구역사거리R,스타벅스,1,37.554636,126.92036,마포구,서울특별시 마포구 양화로 125 (서교동),0.5557,0,196027.0,15,492163.0,624519.0,1704008.0,1205,755,57,220,8,9,0.211414,3212258.0,25701.0,71418.0,10123246.0
마포경찰서후문,스타벅스,1,37.5508,126.953432,마포구,서울특별시 마포구 마포대로 173-14 (아현동),0.4425,1,13414.0,6,107054.0,50566.0,133162.0,275,116,19,36,2,4,0.266325,5237419.0,5852.0,28764.0,6990874.0
공덕,스타벅스,1,37.545913,126.952956,마포구,서울특별시 마포구 마포대로 130 (공덕동),0.3104,1,81325.0,11,541967.0,261634.0,783222.0,595,268,27,78,4,11,0.389774,4047702.0,9286.0,33754.0,6220965.0
합정폴리스R,스타벅스,1,37.5509,126.9134,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",0.175,1,94971.0,14,487721.0,365214.0,1045406.0,828,360,46,142,6,13,0.081007,3212258.0,25701.0,71418.0,6399509.0
홍대공항철도역,스타벅스,1,37.557491,126.925146,마포구,서울특별시 마포구 양화로 178 (동교동),0.0539,1,196027.0,10,592465.0,745022.0,2005243.0,1367,803,54,262,8,6,0.119849,3212258.0,25701.0,71418.0,10384388.0
마포염리,스타벅스,1,37.543876,126.94768,마포구,서울특별시 마포구 독막로 311 (염리동),0.3687,1,81325.0,11,541967.0,261634.0,783222.0,832,312,39,105,4,16,0.299832,4051438.0,2245.0,17859.0,6439641.0
서강광흥창역,스타벅스,1,37.549377,126.931661,마포구,서울특별시 마포구 서강로 69 (창전동),0.2156,2,18827.0,29,301263.0,172039.0,404362.0,184,127,17,29,2,3,0.642493,4339738.0,3223.0,26808.0,6096046.0
합정,스타벅스,1,37.54997888,126.9125404,마포구,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",0.1169,1,94971.0,13,487721.0,365214.0,1045406.0,779,324,40,128,6,12,0.090215,3195027.0,4480.0,18403.0,6506275.0
서강대흥역,스타벅스,1,37.548178,126.941576,마포구,서울특별시 마포구 백범로 89-5 (대흥동),0.0627,1,21182.0,17,244212.0,154039.0,351840.0,409,197,23,80,4,4,0.345275,3421062.0,3405.0,23624.0,6134072.0
서교동사거리,스타벅스,1,37.553376,126.918564,마포구,서울특별시 마포구 양화로 105 (서교동),0.6282,0,94971.0,15,0.0,0.0,0.0,1250,648,59,218,7,12,0.211414,3212258.0,25701.0,71418.0,10123246.0
상암사보이시티,스타벅스,1,37.58146221,126.8887855,마포구,서울특별시 마포구 월드컵북로54길 17 (상암동),0.6054,0,6252.0,17,0.0,0.0,0.0,365,138,24,75,1,13,0.253414,4158486.0,16189.0,49073.0,3197588.0
신촌오거리,스타벅스,1,37.555137,126.934694,마포구,서울특별시 마포구 신촌로16길 10 (노고산동),0.373,1,4907.0,20,394488.0,422279.0,974050.0,1003,546,55,137,4,13,0.124289,3212258.0,25701.0,71418.0,8404441.0
