district,n_cafe,n_starbucks,lat,lon,share_C0,share_C1,share_C2,share_C3,share_C4,dominant_sigungu,dominant_persona,dominant_persona_name,persona_entropy,sb_core_share,weak_access_share,score,score_pct,has_starbucks,score_decile
61,24,1,37.60785160958333,126.97223202083335,0.0,0.0,0.0,0.0,1.0,종로구,C4,C4 비역세권,-0.0,0.0,1.0,0.3896980158730158,29.411764705882355,1,D3
128,9,0,37.60195961333333,127.10894677777777,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,중랑구,C2,C2 주거생활,0.4268332262400657,0.0,0.4444444444444444,0.3866003968253967,28.823529411764703,0,D3
125,18,0,37.683636461666666,127.0463233888889,0.0,0.0,0.6111111111111112,0.0,0.3888888888888889,도봉구,C2,C2 주거생활,0.4152061241392563,0.0,0.3888888888888889,0.38395873015873,28.235294117647054,0,D3
121,15,0,37.66926477066667,127.07999051333333,0.0,0.0,0.9333333333333333,0.0,0.06666666666666667,노원구,C2,C2 주거생활,0.15218358217012873,0.0,0.06666666666666667,0.3766869047619047,27.647058823529413,0,D3
3,24,2,37.47302119208333,127.10598719583334,0.0,0.0,0.0,0.0,1.0,강남구,C4,C4 비역세권,-0.0,0.0,1.0,0.3709380952380952,27.058823529411764,1,D3
117,21,0,37.48193321,126.82448963333333,0.0,0.0,0.047619047619047616,0.0,0.9523809523809523,구로구,C4,C4 비역세권,0.11895089613502327,0.0,0.9523809523809523,0.3681480944980945,26.47058823529412,0,D3
35,21,2,37.56464576761905,126.94362563333334,0.0,0.0,0.047619047619047616,0.0,0.9523809523809523,서대문구,C4,C4 비역세권,0.11895089613502327,0.0,0.9523809523809523,0.3660991582491582,25.882352941176475,1,D3
95,64,0,37.51924509140625,126.840797834375,0.0,0.0,0.0,0.0,1.0,양천구,C4,C4 비역세권,-0.0,0.0,1.0,0.3639941188441187,25.294117647058822,0,D3
10,16,1,37.66519503375,127.00986846875,0.0,0.0,0.5,0.0,0.5,강북구,C2,C2 주거생활,0.43067655807339306,0.0,0.5,0.3570996031746031,24.705882352941178,1,D3
152,13,0,37.44019182076923,126.90330193076922,0.0,0.0,0.3076923076923077,0.0,0.6923076923076923,금천구,C4,C4 비역세권,0.3835138746028608,0.0,0.6923076923076923,0.3548854737854737,24.11764705882353,0,D3
